strategy,context_variant,rds
Open Innovation,competitive_dynamics,0.116793692111969
Open Innovation,competitive_dynamics,0.06548285484313965
Open Innovation,competitive_dynamics,0.07586121559143066
Open Innovation,competitive_dynamics,0.09190380573272705
Open Innovation,competitive_dynamics,0.10335218906402588
Open Innovation,count_fact,0.1773315668106079
Open Innovation,count_fact,0.03695023059844971
Open Innovation,count_fact,0.10075116157531738
Open Innovation,count_fact,0.07643556594848633
Open Innovation,count_fact,0.05642366409301758
Open Innovation,count_fact,0.14054346084594727
Open Innovation,count_fact,0.1144402027130127
Open Innovation,count_fact,0.13288652896881104
Open Innovation,count_fact,0.05821579694747925
Open Innovation,count_fact,0.08604300022125244
Open Innovation,count_fact,0.10021328926086426
Open Innovation,opp_focus,0.14039170742034912
Open Innovation,opp_focus,0.04610210657119751
Open Innovation,opp_focus,0.07934844493865967
Open Innovation,opp_focus,0.05427587032318115
Open Innovation,opp_focus,0.07908976078033447
Open Innovation,opp_focus,0.024927079677581787
Open Innovation,opp_focus,0.1456010937690735
Open Innovation,opp_focus,0.10147541761398315
Open Innovation,opp_focus,0.11258113384246826
Open Innovation,opp_focus,0.1342780590057373
Open Innovation,opp_focus,0.07387757301330566
Open Innovation,opp_focus,0.013728082180023193
Open Innovation,opp_focus,0.11038899421691895
Open Innovation,randomized_numbers,0.1138237714767456
Open Innovation,randomized_numbers,0.16720151901245117
Open Innovation,randomized_numbers,0.10926103591918945
Open Innovation,randomized_numbers,0.09398543834686279
Open Innovation,randomized_numbers,0.14474493265151978
Open Innovation,randomized_numbers,0.07919752597808838
Open Innovation,randomized_numbers,0.04151296615600586
Open Innovation,randomized_numbers,0.12808996438980103
Open Innovation,randomized_numbers,0.10820508003234863
Open Innovation,randomized_numbers,0.0589444637298584
Open Innovation,randomized_numbers,0.1689528226852417
Open Innovation,randomized_numbers,0.08631950616836548
Open Innovation,randomized_numbers,0.11253446340560913
Open Innovation,base,0.0654212236404419
Open Innovation,base,0.0828629732131958
Open Innovation,base,0.10843908786773682
Open Innovation,base,0.1320592761039734
Open Innovation,base,0.08598291873931885
Open Innovation,base,0.14750850200653076
Open Innovation,base,0.10091608762741089
Open Innovation,base,0.10051357746124268
Open Innovation,base,0.11253446340560913
Open Innovation,base,0.15571975708007812
Open Innovation,base,0.11836004257202148
Open Innovation,base,0.07977992296218872
Open Innovation,base,0.07716691493988037
Open Innovation,base,0.11144649982452393
Open Innovation,base,0.103790283203125
Open Innovation,base,0.11253446340560913
Open Innovation,base,0.02739262580871582
Open Innovation,base,0.06362724304199219
Technology Leadership,competitive_dynamics,0.048582255840301514
Open Innovation,competitive_dynamics,0.09858769178390503
Open Innovation,competitive_dynamics,0.08165085315704346
Open Innovation,competitive_dynamics,0.09308236837387085
Open Innovation,competitive_dynamics,0.05342733860015869
Open Innovation,competitive_dynamics,0.09825778007507324
Open Innovation,competitive_dynamics,0.09508645534515381
Open Innovation,competitive_dynamics,0.08595693111419678
Open Innovation,competitive_dynamics,0.08538246154785156
Open Innovation,competitive_dynamics,0.14209860563278198
Open Innovation,competitive_dynamics,0.11776435375213623
Open Innovation,competitive_dynamics,0.11158013343811035
Open Innovation,competitive_dynamics,0.0496143102645874
Open Innovation,competitive_dynamics,0.22861015796661377
Open Innovation,competitive_dynamics,0.04987025260925293
Open Innovation,competitive_dynamics,0.08128511905670166
Open Innovation,competitive_dynamics,0.050335824489593506
Open Innovation,competitive_dynamics,0.06968003511428833
Open Innovation,count_fact,0.10103893280029297
Open Innovation,count_fact,0.049044787883758545
Open Innovation,count_fact,0.10532486438751221
Open Innovation,count_fact,0.05963551998138428
Open Innovation,count_fact,0.043093323707580566
Open Innovation,count_fact,0.08141016960144043
Open Innovation,count_fact,0.16484946012496948
Open Innovation,count_fact,0.0891791582107544
Open Innovation,count_fact,0.08165651559829712
Open Innovation,count_fact,0.06519210338592529
Open Innovation,count_fact,0.07225346565246582
Open Innovation,count_fact,0.05088108777999878
Open Innovation,count_fact,0.09573602676391602
Open Innovation,count_fact,0.07787108421325684
Open Innovation,count_fact,0.130690336227417
Open Innovation,count_fact,0.054054200649261475
Open Innovation,count_fact,0.05495429039001465
Open Innovation,count_fact,0.07764732837677002
Technology Leadership,opp_focus,0.05931127071380615
Technology Leadership,opp_focus,0.13994014263153076
Technology Leadership,opp_focus,0.11987882852554321
Technology Leadership,opp_focus,0.13062524795532227
Technology Leadership,opp_focus,0.08891034126281738
Technology Leadership,opp_focus,0.16973018646240234
Technology Leadership,opp_focus,0.0832819938659668
Technology Leadership,opp_focus,0.09269529581069946
Technology Leadership,opp_focus,0.10358309745788574
Open Innovation,opp_focus,0.10962343215942383
Open Innovation,opp_focus,0.0640573501586914
Open Innovation,opp_focus,0.09269416332244873
Open Innovation,opp_focus,0.09904521703720093
Open Innovation,opp_focus,0.11975198984146118
Open Innovation,opp_focus,0.02214956283569336
Open Innovation,opp_focus,0.07956910133361816
Open Innovation,opp_focus,0.07500922679901123
Open Innovation,opp_focus,0.11295217275619507
Open Innovation,opp_focus,0.026635408401489258
Open Innovation,randomized_numbers,0.07235592603683472
Open Innovation,randomized_numbers,0.10474562644958496
Open Innovation,randomized_numbers,0.06852197647094727
Open Innovation,randomized_numbers,0.12828809022903442
Open Innovation,randomized_numbers,0.13288652896881104
Open Innovation,randomized_numbers,0.0899742841720581
Open Innovation,randomized_numbers,0.08802402019500732
Open Innovation,randomized_numbers,0.12796449661254883
Open Innovation,randomized_numbers,0.10323059558868408
Open Innovation,randomized_numbers,0.10521543025970459
Open Innovation,randomized_numbers,0.04959142208099365
Open Innovation,randomized_numbers,0.11676883697509766
Open Innovation,randomized_numbers,0.10728192329406738
Open Innovation,randomized_numbers,0.11376953125
Open Innovation,randomized_numbers,0.10861420631408691
Open Innovation,randomized_numbers,0.16720151901245117
Open Innovation,randomized_numbers,0.01238095760345459
Open Innovation,randomized_numbers,0.09246188402175903
Open Innovation,randomized_numbers,0.07170289754867554
Open Innovation,base,0.015184938907623291
Open Innovation,base,0.112460196018219
Open Innovation,base,0.07339811325073242
Open Innovation,base,0.14583587646484375
Open Innovation,base,0.09713995456695557
Open Innovation,base,0.04859250783920288
Open Innovation,base,0.07276302576065063
Open Innovation,base,0.07519423961639404
Open Innovation,base,0.07996845245361328
Open Innovation,base,0.05986100435256958
Open Innovation,base,0.06439346075057983
Open Innovation,base,0.0647122859954834
Open Innovation,base,0.08208721876144409
Open Innovation,base,0.11991941928863525
Open Innovation,competitive_dynamics,0.09069478511810303
Open Innovation,competitive_dynamics,0.0457460880279541
Open Innovation,competitive_dynamics,0.0457460880279541
Open Innovation,competitive_dynamics,0.0457460880279541
Open Innovation,competitive_dynamics,0.04143869876861572
Open Innovation,competitive_dynamics,0.08472603559494019
Open Innovation,competitive_dynamics,0.08842742443084717
Open Innovation,competitive_dynamics,0.09024500846862793
Open Innovation,competitive_dynamics,0.0038907527923583984
Open Innovation,competitive_dynamics,0.0457460880279541
Open Innovation,competitive_dynamics,0.10668587684631348
Open Innovation,competitive_dynamics,0.09303086996078491
Open Innovation,count_fact,0.09443295001983643
Open Innovation,count_fact,0.11919891834259033
Open Innovation,count_fact,0.03596293926239014
Open Innovation,count_fact,0.14457201957702637
Open Innovation,count_fact,0.08051431179046631
Open Innovation,count_fact,0.061412930488586426
Open Innovation,count_fact,0.10197722911834717
Open Innovation,count_fact,0.08592218160629272
Open Innovation,count_fact,0.10642170906066895
Open Innovation,count_fact,0.11259663105010986
Open Innovation,count_fact,0.048200011253356934
Open Innovation,count_fact,0.072437584400177
Open Innovation,count_fact,0.06278705596923828
Technology Leadership,opp_focus,0.11552107334136963
Technology Leadership,opp_focus,0.07951879501342773
Technology Leadership,opp_focus,0.10494399070739746
Technology Leadership,opp_focus,0.13462281227111816
Technology Leadership,opp_focus,0.10563415288925171
Technology Leadership,opp_focus,0.07926684617996216
Technology Leadership,opp_focus,0.18709540367126465
Technology Leadership,opp_focus,0.12250840663909912
Technology Leadership,opp_focus,0.11247259378433228
Technology Leadership,opp_focus,0.10852915048599243
Open Innovation,opp_focus,0.07567775249481201
Open Innovation,opp_focus,0.09153318405151367
Open Innovation,opp_focus,0.06463456153869629
Open Innovation,opp_focus,0.059899985790252686
Open Innovation,randomized_numbers,0.11262643337249756
Open Innovation,randomized_numbers,0.10257208347320557
Open Innovation,randomized_numbers,0.0815383791923523
Open Innovation,randomized_numbers,0.05526512861251831
Open Innovation,randomized_numbers,0.06869083642959595
Open Innovation,randomized_numbers,0.08281838893890381
Open Innovation,randomized_numbers,0.015953361988067627
Open Innovation,randomized_numbers,0.004280149936676025
Open Innovation,randomized_numbers,0.06619173288345337
Open Innovation,randomized_numbers,0.0919232964515686
Open Innovation,randomized_numbers,0.08749514818191528
Open Innovation,randomized_numbers,0.15192675590515137
Open Innovation,randomized_numbers,0.12127059698104858
Open Innovation,randomized_numbers,0.05267643928527832
Open Innovation,base,0.04783976078033447
Open Innovation,base,0.05098646879196167
Open Innovation,base,0.09285461902618408
Open Innovation,base,0.04924607276916504
Technology Leadership,competitive_dynamics,0.0623704195022583
Open Innovation,competitive_dynamics,0.10734802484512329
Open Innovation,competitive_dynamics,0.0457460880279541
Open Innovation,competitive_dynamics,0.05676722526550293
Open Innovation,count_fact,0.0831536054611206
Open Innovation,count_fact,0.08903014659881592
Open Innovation,count_fact,0.06335562467575073
Open Innovation,count_fact,0.07920658588409424
Open Innovation,count_fact,0.004639267921447754
Open Innovation,count_fact,0.05467879772186279
Technology Leadership,opp_focus,0.09140276908874512
Technology Leadership,opp_focus,0.11646443605422974
Technology Leadership,opp_focus,0.13865786790847778
Technology Leadership,opp_focus,0.07794642448425293
Technology Leadership,opp_focus,0.08586221933364868
Technology Leadership,opp_focus,0.06946969032287598
Technology Leadership,randomized_numbers,0.10901463031768799
Open Innovation,randomized_numbers,0.06064713001251221
Open Innovation,randomized_numbers,0.01771444082260132
Open Innovation,randomized_numbers,0.04397737979888916
Technology Leadership,base,0.10368502140045166
Technology Leadership,competitive_dynamics,0.10772573947906494
Open Innovation,count_fact,0.024326324462890625
Technology Leadership,opp_focus,0.0842750072479248
Open Innovation,base,0.17803585529327393
Open Innovation,competitive_dynamics,0.15171992778778076
Open Innovation,count_fact,0.09775227308273315
Open Innovation,opp_focus,0.13899898529052734
Open Innovation,randomized_numbers,0.11875861883163452
Open Innovation,base,0.11203980445861816
Open Innovation,base,0.1409892439842224
Open Innovation,base,0.08159250020980835
Open Innovation,competitive_dynamics,0.08699303865432739
Open Innovation,competitive_dynamics,0.2875603437423706
Open Innovation,competitive_dynamics,0.11243510246276855
Open Innovation,competitive_dynamics,0.11455810070037842
Open Innovation,count_fact,0.12052154541015625
Open Innovation,count_fact,0.0877692699432373
Open Innovation,count_fact,0.10641050338745117
Open Innovation,opp_focus,0.11667656898498535
Open Innovation,opp_focus,0.23953652381896973
Open Innovation,opp_focus,0.07726132869720459
Open Innovation,opp_focus,0.11079919338226318
Open Innovation,opp_focus,0.1476535201072693
Open Innovation,randomized_numbers,0.13073790073394775
Open Innovation,randomized_numbers,0.059709906578063965
Open Innovation,randomized_numbers,0.09657669067382812
Open Innovation,randomized_numbers,0.11873817443847656
Open Innovation,randomized_numbers,0.10045444965362549
Open Innovation,base,0.16115450859069824
Open Innovation,base,0.11455756425857544
Open Innovation,base,0.07469552755355835
Open Innovation,base,0.06831461191177368
Open Innovation,base,0.027202844619750977
Open Innovation,base,0.08118665218353271
Open Innovation,base,0.11786818504333496
Open Innovation,base,0.075633704662323
Open Innovation,base,0.045200228691101074
Open Innovation,base,0.04787945747375488
Open Innovation,base,0.08751600980758667
Open Innovation,base,0.1571657657623291
Open Innovation,base,0.10773098468780518
Open Innovation,base,0.0678253173828125
Open Innovation,competitive_dynamics,0.10292673110961914
Open Innovation,competitive_dynamics,0.1978440284729004
Open Innovation,competitive_dynamics,0.10719722509384155
Open Innovation,competitive_dynamics,0.09974634647369385
Open Innovation,competitive_dynamics,0.0979299545288086
Open Innovation,competitive_dynamics,0.06942284107208252
Open Innovation,competitive_dynamics,0.06734991073608398
Open Innovation,competitive_dynamics,0.118446946144104
Open Innovation,competitive_dynamics,0.05644726753234863
Open Innovation,competitive_dynamics,0.10591024160385132
Open Innovation,competitive_dynamics,0.1375821828842163
Open Innovation,competitive_dynamics,0.1944575309753418
Open Innovation,competitive_dynamics,0.08339524269104004
Open Innovation,competitive_dynamics,0.09935522079467773
Open Innovation,count_fact,0.09885966777801514
Open Innovation,count_fact,0.09951233863830566
Open Innovation,count_fact,0.10728198289871216
Open Innovation,count_fact,0.08416378498077393
Open Innovation,count_fact,0.0681464672088623
Open Innovation,count_fact,0.06250298023223877
Open Innovation,count_fact,0.12182462215423584
Open Innovation,count_fact,0.11554962396621704
Open Innovation,count_fact,0.0932765007019043
Open Innovation,count_fact,0.10099756717681885
Open Innovation,count_fact,0.10259443521499634
Open Innovation,opp_focus,0.08022522926330566
Open Innovation,opp_focus,0.047739386558532715
Open Innovation,opp_focus,0.0968819260597229
Open Innovation,opp_focus,0.10216575860977173
Open Innovation,opp_focus,0.2396315336227417
Open Innovation,opp_focus,0.12375795841217041
Open Innovation,opp_focus,0.06856358051300049
Open Innovation,opp_focus,0.10453915596008301
Open Innovation,opp_focus,0.06447720527648926
Open Innovation,opp_focus,0.11500990390777588
Niche Focus,opp_focus,0.43459969758987427
Open Innovation,randomized_numbers,0.10046440362930298
Open Innovation,randomized_numbers,0.10514241456985474
Open Innovation,randomized_numbers,0.12552094459533691
Open Innovation,randomized_numbers,0.11178123950958252
Open Innovation,randomized_numbers,0.11697429418563843
Open Innovation,randomized_numbers,0.1011132001876831
Open Innovation,randomized_numbers,0.1060711145401001
Open Innovation,randomized_numbers,0.1761077642440796
Open Innovation,randomized_numbers,0.19736796617507935
Open Innovation,randomized_numbers,0.10913360118865967
Open Innovation,randomized_numbers,0.14690494537353516
Open Innovation,randomized_numbers,0.10879367589950562
Open Innovation,randomized_numbers,0.1518765687942505
Open Innovation,base,0.1586296558380127
Open Innovation,base,0.10341715812683105
Open Innovation,base,0.09073793888092041
Open Innovation,base,0.09749394655227661
Open Innovation,base,0.12085503339767456
Open Innovation,base,0.08769446611404419
Open Innovation,base,0.12324631214141846
Open Innovation,base,0.12710148096084595
Open Innovation,base,0.14011967182159424
Open Innovation,base,0.027356982231140137
Open Innovation,base,0.30922210216522217
Open Innovation,base,0.1530665159225464
Open Innovation,base,0.06567215919494629
Open Innovation,base,0.07235163450241089
Open Innovation,base,0.07453310489654541
Open Innovation,competitive_dynamics,0.06771862506866455
Open Innovation,competitive_dynamics,0.11253595352172852
Open Innovation,competitive_dynamics,0.1517850160598755
Open Innovation,competitive_dynamics,0.08850210905075073
Open Innovation,competitive_dynamics,0.08339095115661621
Open Innovation,competitive_dynamics,0.05867487192153931
Open Innovation,competitive_dynamics,0.09534358978271484
Open Innovation,competitive_dynamics,0.11629855632781982
Open Innovation,competitive_dynamics,0.12570852041244507
Open Innovation,competitive_dynamics,0.10384130477905273
Open Innovation,competitive_dynamics,0.09041482210159302
Open Innovation,competitive_dynamics,0.07571852207183838
Open Innovation,competitive_dynamics,0.09477221965789795
Open Innovation,competitive_dynamics,0.13363635540008545
Open Innovation,competitive_dynamics,0.11738646030426025
Open Innovation,competitive_dynamics,0.031683921813964844
Open Innovation,count_fact,0.04848378896713257
Open Innovation,count_fact,0.07788842916488647
Open Innovation,count_fact,0.10621017217636108
Open Innovation,count_fact,0.0671391487121582
Open Innovation,count_fact,0.09699749946594238
Open Innovation,count_fact,0.10913491249084473
Open Innovation,count_fact,0.08225417137145996
Open Innovation,count_fact,0.11141419410705566
Open Innovation,count_fact,0.044954657554626465
Open Innovation,count_fact,0.08113610744476318
Open Innovation,count_fact,0.20746803283691406
Open Innovation,count_fact,0.10584700107574463
Open Innovation,count_fact,0.08623623847961426
Open Innovation,count_fact,0.14467263221740723
Open Innovation,count_fact,0.1126900315284729
Technology Leadership,opp_focus,0.04725492000579834
Technology Leadership,opp_focus,0.0910114049911499
Technology Leadership,opp_focus,0.08501541614532471
Technology Leadership,opp_focus,0.14766919612884521
Technology Leadership,opp_focus,0.1830075979232788
Technology Leadership,opp_focus,0.11407470703125
Technology Leadership,opp_focus,0.23354792594909668
Open Innovation,opp_focus,0.06656509637832642
Open Innovation,opp_focus,0.11061257123947144
Open Innovation,opp_focus,0.19775402545928955
Open Innovation,opp_focus,0.17674708366394043
Open Innovation,opp_focus,0.06007283926010132
Open Innovation,opp_focus,0.1352550983428955
Niche Focus,opp_focus,0.06542730331420898
Niche Focus,opp_focus,0.21086561679840088
Open Innovation,randomized_numbers,0.0862964391708374
Open Innovation,randomized_numbers,0.07133269309997559
Open Innovation,randomized_numbers,0.13563179969787598
Open Innovation,randomized_numbers,0.07211601734161377
Open Innovation,randomized_numbers,0.1069413423538208
Open Innovation,randomized_numbers,0.10775202512741089
Open Innovation,randomized_numbers,0.08015799522399902
Open Innovation,randomized_numbers,0.20006579160690308
Open Innovation,randomized_numbers,0.12305569648742676
Open Innovation,randomized_numbers,0.1421823501586914
Open Innovation,randomized_numbers,0.12585914134979248
Open Innovation,randomized_numbers,0.14139223098754883
Open Innovation,randomized_numbers,0.08755755424499512
Open Innovation,randomized_numbers,0.14329230785369873
Open Innovation,randomized_numbers,0.23126232624053955
Open Innovation,randomized_numbers,0.09513771533966064
Open Innovation,randomized_numbers,0.14776396751403809
Niche Focus,randomized_numbers,0.1691962480545044
Open Innovation,base,0.06984102725982666
Open Innovation,base,0.16901683807373047
Open Innovation,base,0.06382578611373901
Open Innovation,base,0.09445607662200928
Open Innovation,base,0.08191859722137451
Open Innovation,base,0.03018474578857422
Open Innovation,base,0.09105479717254639
Open Innovation,base,0.09035849571228027
Open Innovation,base,0.08322381973266602
Open Innovation,base,0.1950603723526001
Technology Leadership,competitive_dynamics,0.08036398887634277
Technology Leadership,competitive_dynamics,0.08318459987640381
Technology Leadership,competitive_dynamics,0.0851287841796875
Open Innovation,competitive_dynamics,0.12176930904388428
Open Innovation,competitive_dynamics,0.0843205451965332
Open Innovation,competitive_dynamics,0.06705093383789062
Open Innovation,competitive_dynamics,0.14129316806793213
Open Innovation,competitive_dynamics,0.08681410551071167
Open Innovation,competitive_dynamics,0.11134541034698486
Open Innovation,competitive_dynamics,0.1468724012374878
Open Innovation,competitive_dynamics,0.11359500885009766
Open Innovation,competitive_dynamics,0.10857284069061279
Open Innovation,count_fact,0.07457387447357178
Open Innovation,count_fact,0.05542182922363281
Open Innovation,count_fact,0.18528056144714355
Open Innovation,count_fact,0.14261603355407715
Open Innovation,count_fact,0.08660417795181274
Open Innovation,count_fact,0.13719141483306885
Open Innovation,count_fact,0.12173187732696533
Open Innovation,count_fact,0.12782448530197144
Open Innovation,count_fact,0.08129334449768066
Open Innovation,count_fact,0.06711208820343018
Open Innovation,count_fact,0.10800343751907349
Open Innovation,count_fact,0.16343581676483154
Open Innovation,count_fact,0.031591057777404785
Niche Focus,count_fact,0.2907172441482544
Technology Leadership,opp_focus,0.06243622303009033
Technology Leadership,opp_focus,0.16876375675201416
Technology Leadership,opp_focus,0.1488720178604126
Technology Leadership,opp_focus,0.11185389757156372
Technology Leadership,opp_focus,0.09526318311691284
Technology Leadership,opp_focus,0.16351687908172607
Technology Leadership,opp_focus,0.10635936260223389
Technology Leadership,opp_focus,0.1761610507965088
Open Innovation,opp_focus,0.11069440841674805
Open Innovation,opp_focus,0.1249157190322876
Open Innovation,opp_focus,0.15017777681350708
Technology Leadership,randomized_numbers,0.1279137134552002
Open Innovation,randomized_numbers,0.0868765115737915
Open Innovation,randomized_numbers,0.13691222667694092
Open Innovation,randomized_numbers,0.08441424369812012
Open Innovation,randomized_numbers,0.15530365705490112
Open Innovation,randomized_numbers,0.11207795143127441
Open Innovation,randomized_numbers,0.12930727005004883
Open Innovation,randomized_numbers,0.07013261318206787
Open Innovation,randomized_numbers,0.06957882642745972
Open Innovation,randomized_numbers,0.07056474685668945
Open Innovation,randomized_numbers,0.0708167552947998
Open Innovation,randomized_numbers,0.08265948295593262
Open Innovation,randomized_numbers,0.13165360689163208
Niche Focus,randomized_numbers,0.18927407264709473
Open Innovation,base,0.1412307620048523
Open Innovation,base,0.12425410747528076
Open Innovation,base,0.13062500953674316
Open Innovation,base,0.05697798728942871
Technology Leadership,competitive_dynamics,0.09924197196960449
Technology Leadership,competitive_dynamics,0.10649526119232178
Open Innovation,competitive_dynamics,0.1065223217010498
Open Innovation,competitive_dynamics,0.06334102153778076
Open Innovation,competitive_dynamics,0.08615654706954956
Open Innovation,count_fact,0.1438414454460144
Open Innovation,count_fact,0.11528539657592773
Open Innovation,count_fact,0.10538017749786377
Open Innovation,count_fact,0.038555264472961426
Technology Leadership,opp_focus,0.12182140350341797
Technology Leadership,opp_focus,0.15407603979110718
Technology Leadership,opp_focus,0.2958414554595947
Technology Leadership,opp_focus,0.12701201438903809
Technology Leadership,opp_focus,0.1033560037612915
Technology Leadership,opp_focus,0.0793771743774414
Technology Leadership,randomized_numbers,0.08858132362365723
Technology Leadership,randomized_numbers,0.10245603322982788
Open Innovation,randomized_numbers,0.04279279708862305
Open Innovation,randomized_numbers,0.18924593925476074
Open Innovation,randomized_numbers,0.23524093627929688
Open Innovation,count_fact,0.04785454273223877
Technology Leadership,opp_focus,0.19195294380187988
Niche Focus,base,0.04041779041290283
Niche Focus,base,0.015270054340362549
Retrenchment,base,0.17280256748199463
Technology Leadership,competitive_dynamics,0.14272546768188477
Niche Focus,competitive_dynamics,0.03817254304885864
Niche Focus,competitive_dynamics,0.03430497646331787
Niche Focus,count_fact,0.18152672052383423
Niche Focus,count_fact,0.015270054340362549
Niche Focus,count_fact,0.022470712661743164
Technology Leadership,opp_focus,0.10201084613800049
Technology Leadership,opp_focus,0.1281408667564392
Niche Focus,opp_focus,0.021161377429962158
Niche Focus,randomized_numbers,0.03817254304885864
Niche Focus,randomized_numbers,0.07816433906555176
Retrenchment,randomized_numbers,0.12012147903442383
Technology Leadership,base,0.12040150165557861
Technology Leadership,base,0.14157366752624512
Niche Focus,base,0.129105806350708
Niche Focus,base,0.02705925703048706
Niche Focus,base,0.10638302564620972
Niche Focus,base,0.08355474472045898
Niche Focus,base,0.01592808961868286
Niche Focus,base,0.08716017007827759
Retrenchment,base,0.02552109956741333
Retrenchment,base,0.11914879083633423
Retrenchment,base,0.08910870552062988
Technology Leadership,competitive_dynamics,0.09391576051712036
Technology Leadership,competitive_dynamics,0.1551966667175293
Technology Leadership,competitive_dynamics,0.33744001388549805
Technology Leadership,competitive_dynamics,0.06703078746795654
Technology Leadership,competitive_dynamics,0.07373261451721191
Niche Focus,competitive_dynamics,0.03933882713317871
Niche Focus,competitive_dynamics,0.07943511009216309
Niche Focus,competitive_dynamics,0.049648404121398926
Niche Focus,competitive_dynamics,0.04025465250015259
Niche Focus,competitive_dynamics,0.01388692855834961
Niche Focus,competitive_dynamics,0.016138672828674316
Niche Focus,competitive_dynamics,0.009924173355102539
Niche Focus,competitive_dynamics,0.06217670440673828
Niche Focus,count_fact,0.012861549854278564
Niche Focus,count_fact,0.10875701904296875
Niche Focus,count_fact,0.09812301397323608
Niche Focus,count_fact,0.15658271312713623
Niche Focus,count_fact,0.14103126525878906
Niche Focus,count_fact,0.17225492000579834
Niche Focus,count_fact,0.01592808961868286
Niche Focus,count_fact,0.10289913415908813
Retrenchment,count_fact,0.09562182426452637
Retrenchment,count_fact,0.11914879083633423
Retrenchment,count_fact,0.21417474746704102
Technology Leadership,opp_focus,0.09055358171463013
Technology Leadership,opp_focus,0.076995849609375
Technology Leadership,opp_focus,0.1739182472229004
Technology Leadership,opp_focus,0.18863892555236816
Technology Leadership,opp_focus,0.05423569679260254
Technology Leadership,opp_focus,0.03433060646057129
Technology Leadership,opp_focus,0.06839895248413086
Technology Leadership,opp_focus,0.07002270221710205
Niche Focus,opp_focus,0.11387234926223755
Niche Focus,opp_focus,0.04025465250015259
Niche Focus,opp_focus,0.01592808961868286
Niche Focus,opp_focus,0.0627257227897644
Technology Leadership,randomized_numbers,0.10160356760025024
Technology Leadership,randomized_numbers,0.04857403039932251
Niche Focus,randomized_numbers,0.01644909381866455
Niche Focus,randomized_numbers,0.08886551856994629
Niche Focus,randomized_numbers,0.11265873908996582
Niche Focus,randomized_numbers,0.09154212474822998
Niche Focus,randomized_numbers,0.01592808961868286
Niche Focus,randomized_numbers,0.031580567359924316
Retrenchment,randomized_numbers,0.0914953351020813
Retrenchment,randomized_numbers,0.19845366477966309
Retrenchment,randomized_numbers,0.15056347846984863
Technology Leadership,base,0.07415515184402466
Technology Leadership,base,0.08386379480361938
Niche Focus,base,0.126459538936615
Niche Focus,base,0.11490446329116821
Niche Focus,base,0.22443217039108276
Niche Focus,base,0.14103126525878906
Niche Focus,base,0.0205269455909729
Niche Focus,base,0.15851545333862305
Niche Focus,base,0.1082373857498169
Niche Focus,base,0.10289913415908813
Niche Focus,base,0.1809365153312683
Niche Focus,base,0.15873092412948608
Niche Focus,base,0.07215380668640137
Retrenchment,base,0.2640220522880554
Technology Leadership,competitive_dynamics,0.11844336986541748
Technology Leadership,competitive_dynamics,0.3611600399017334
Technology Leadership,competitive_dynamics,0.07698309421539307
Technology Leadership,competitive_dynamics,0.11162734031677246
Technology Leadership,competitive_dynamics,0.08878207206726074
Technology Leadership,competitive_dynamics,0.08878207206726074
Technology Leadership,competitive_dynamics,0.19917267560958862
Technology Leadership,competitive_dynamics,0.07312411069869995
Technology Leadership,competitive_dynamics,0.1344594955444336
Technology Leadership,competitive_dynamics,0.05160170793533325
Niche Focus,competitive_dynamics,0.16898798942565918
Niche Focus,competitive_dynamics,0.08849775791168213
Niche Focus,competitive_dynamics,0.1495283842086792
Niche Focus,competitive_dynamics,0.11263906955718994
Niche Focus,competitive_dynamics,0.21151137351989746
Niche Focus,competitive_dynamics,0.1431276798248291
Niche Focus,competitive_dynamics,0.06918215751647949
Niche Focus,competitive_dynamics,0.07711845636367798
Niche Focus,count_fact,0.12557899951934814
Niche Focus,count_fact,0.17938381433486938
Niche Focus,count_fact,0.22443217039108276
Niche Focus,count_fact,0.21949410438537598
Niche Focus,count_fact,0.07035046815872192
Niche Focus,count_fact,0.025665223598480225
Niche Focus,count_fact,0.10103118419647217
Niche Focus,count_fact,0.029853343963623047
Niche Focus,count_fact,0.10289913415908813
Niche Focus,count_fact,0.13392573595046997
Niche Focus,count_fact,0.14038944244384766
Niche Focus,count_fact,0.09455227851867676
Niche Focus,count_fact,0.17857134342193604
Retrenchment,count_fact,0.15187513828277588
Technology Leadership,opp_focus,0.10541760921478271
Technology Leadership,opp_focus,0.11642873287200928
Technology Leadership,opp_focus,0.079559326171875
Technology Leadership,opp_focus,0.11388647556304932
Technology Leadership,opp_focus,0.09328222274780273
Technology Leadership,opp_focus,0.08649909496307373
Technology Leadership,opp_focus,0.14783012866973877
Technology Leadership,opp_focus,0.11041557788848877
Technology Leadership,opp_focus,0.14418017864227295
Technology Leadership,opp_focus,0.1282941699028015
Technology Leadership,opp_focus,0.08531743288040161
Technology Leadership,opp_focus,0.22893673181533813
Technology Leadership,opp_focus,0.16765016317367554
Technology Leadership,opp_focus,0.0980367660522461
Technology Leadership,opp_focus,0.08881723880767822
Niche Focus,opp_focus,0.10142195224761963
Niche Focus,opp_focus,0.12427949905395508
Technology Leadership,randomized_numbers,0.07913339138031006
Niche Focus,randomized_numbers,0.030757784843444824
Niche Focus,randomized_numbers,0.14340972900390625
Niche Focus,randomized_numbers,0.20711731910705566
Niche Focus,randomized_numbers,0.00967317819595337
Niche Focus,randomized_numbers,0.00967317819595337
Niche Focus,randomized_numbers,0.11490446329116821
Niche Focus,randomized_numbers,0.15658271312713623
Niche Focus,randomized_numbers,0.09138715267181396
